Label,Text
Health ,ቤት ፅሕፈት ሓለዋ ጥዕና ከተማ ዓዲግራት መጥቀሚ ግዚኦም ዝሓለፎም ንምግብነትን መፀባበቒ ሰባትን ዝዉዕሉ ፍሪያታት ከም ዘወገደ ኣፍሊጡ። ኣብ ቤት ፅሕፈት ሓለዋ ጥዕና ከተማ ዓዲግራት መተሓባበሪ ቁፅፅር ጥዕና ኣይተ ወልደገብርኤል ገብሩ ከም ዝበልዎ፥ እቶም ተወጊዶም ዘለዉ ፍሪያታት ብዓይነት 11 እንትኾኑ ካብ 99 መደብራት ሸቐጣመቐጥ ብሃንደበታዊ ተፍትሽ ዝተኣከቡ እዮም። እቶም ንብረታት ብገንዘብ እንትትመኑ ልዕሊ 25 ሺሕ ብር ከም ዝግመቱ ዝሓበሩ ኣይተ ወልደገብርኤል፥ እቶም ፍሪያታት ናብ ተጠቀምቲ እንተዝበፅሑ ንዝተፈላለዩ ሕማማት ከሳጥሑ ዝኽእሉ እዮም ነይሮም። ብተመሳሳሊ ቤት ፅሕፈት ጥዕና እታ ከተማ ምስ ኣካላት ፀጥታ ብምትሕብባር ብዘካየዶ ሃንደበታዊ ተፍትሽ ኣብ ሸውዓተ ኣባይቲ ሽሻን ጫትን ብሕቡእ ከጥቅሙ ዝፀንሑ ኣካላትን ንብረቶምን ኣብ ትሕቱ ቁፅፅር ከምዘውዓለ ተዛሪቡ።
Health ,ሚኒስትር ጥዕና ዶክተር ኣሚር ኣማን ምስ ሓለፍቲ ቢሮ ጥዕና ክልል ሶማሌ ብምዃን ኣብ ዝተፈላለያ ዞባታትን ወረዳታትን እቲ ክልል ዑደት ስራሕ ኣካይዶም። እቲ ዑደት፥ ኣብ ዞባታት ጎዴን ሸበሌን ከምኡ እውን ኣብ ወረዳ ቀላፎን ኢዩ ተካይዱ። ኣብ እዋን እቲ ዑደት ድማ ኣብተን ከባቢታት ዘሎ ኩነታት ጥዕና ሕብረተሰብ፣ ትካላት ጥዕናን ቀረብ ተንቀሳቓሲ ሕክምናን ተዘዋዊሮም ተዓዚቦም። እቶም ሚኒስትር፥ ኣብ ሓፈሻዊ ሆስፒታል ጎዴ ሕክምና ኣዶታትን ህፃናትን ኣብ ሓደ ምእኸል ብዝተማልአ መልክዑ ንኸወሃብ ዘኽእል ሙሉእ ወፃኢ ብምሽፋን ንምሕዳስ ተስማዕሚዖም።
Health ,ኤጀንሲ ኣቕራቢ መድሓኒት ኢትዮጵያ ዘህነፆ ሰንሰለት መኽዚን መዝሐሊ መድሓኒት ኣመሪቑ። እቲ ዝተመረቐ መኽዚን መዝሐሊ መድሓኒት ሰለስተ ክፍሊታት መዝሐሊ ዘለዉዎ እንትኸውን፥ ሕድሕዶም 300 ኪዩብ ሜትሮ ናይ ምሓዝ ዓቕሚ ኣለዎም ተባሂሉ። እቶም መኻዚን ካብ 2 ክሳብ 8 ዲግሪ ሴንቲግሬድ ዛሕሊ ዘድሊዮም እታወታት መድሓኒት ንምኽዛን ዘኽእሉ ምዃኖም ካብ ሚኒስቴር ጥዕና ዝረኸብናዮ ሓበሬታ የረድእ። ብተወሳኺ፥ ክልተ ክፍሊታት ልዑል ዛሕሊ ሕድሕዶም 100 ኪዩብ ሜትሮ ናይ መሓዝ ዓቕሚ ዘለዎምን ካብ 25 ከክሳብ 15 ዲግሪ ሴንቲግሬድ ዛሕሊ ዘድሊዮም እተወታት ሕክምና ንምኽዛን ዝሕግዙ ኢዮም። እቶም ክፍሊታት ብሓፈሻ ልዕሊ 11 ሺሕን 4 ኪዩቢክ ሜትር ናይ መሓዝ ዓቕሚ ዘለዎምን ፀገም ምብልሻው እንተጋጥም ወይ ድማ ቀረብ ሓይሊ ኤሌክትሪክ እንትቋረፅ እቶም መድሓኒታት እንተይተበላሸዉ ንኽቐመጡ ከምዝሕግዝ ተገሊፁ።
Health ,ኣብ ባዛራት ፅሬት ዘይብሎምን መድሓትነቶም ዘይተረጋገፀን ፍርያታት መድሓኒት እናሸጡ ዝተረኸቡ ሸውዓተ ዜጋታት ወፃኢ ሃገር ውልቀ ሰባት ኣብትሕቲ ቁፅፅር ውዒሎም። በዓል መዚ ቁፅፅር ምግቢን መድሓኒትን ምስ ኮሚሽን ፖሊስ ፌዴራል ብምትሕብባር፥ እቶም ዝተትሓዙ ፍርያታት መድሓኒት ፀጉሪ ንምሕካምን ንማሳጅን ይሕግዙ ኢዮም ብምባል እናሸጡ ስለዝተረኸቡ ኣብ ትሕቲ ቁፅፅር ክውዕሉ ከምዝኸኣሉ ተገሊፁ። ብቤት ዕዮ እቲ በዓል መዚ ዘይተመዝገቡ፣ ፅሬቶምን ድሕንነቶምን ዘይተረጋገፁ ስለዝኾኑ ሕብረተሰብ ክጥቀመሎም ከምዘይግባእ እውን ተሓቢሩ።
Health ,ኣብ ዴሞክራሲያዊት ሪፐብሊክ ኮንጎ ብዘጋጠመ ለበዳ ሕማም ንፍዮ ልዕሊ 6 ሺሕ ሰባት ንሕልፈት ምቅለዖም ውድብ ጥዕና ዓለም ኣፍሊጡ። ዝርገሕ እቲ ለበዳ ሕማም ብቕልጡፍ እናተስፋሕፈሐ ምዃኑ እውን እቲ ውድብ ገሊፁ። ካብ ዝሓለፈ መጀመርታ ዓመት ኣውሮፓውያን ጀሚሩ ናብ 310 ሺሕ ዝፅግዑ በቲ ሕማም ዝተትሓዙ ሰባት ተረኺቦም ኢዮም። እቲ ለበዳ ሕማም ኣብ ዝሓለፈ ወርሒ ሰነ ኣብታ ሃገር ካብ ዝውላዕ ንደሓር፥ ኣብ 26 ክልላት ከምዝተርኣየ እውን ተገሊፁ። ምስ እዚ ተተሓሒዙ፥ ኣብ መላእ እታ ሃገር ዝርከቡ ትሕቲ ሓሙሽተ ዓመት ዝኾኑ ልዕሊ 18 ሚሊየን ህፃናት ክትባት ክረኽቡ ምኽኣሎም ተሓቢሩ።
Health ,ወርሓዊ ኩነት ጥዕና ዝዓሰላ ኣዶ ብብርኪ ሃገር ይኽበር ኣሎ። እቲ ኩነት “ኣዶ ዓንዲ ሑቖ ሃገርን ስድራን ኢያ” ብዝብል መሪሕ ቓል ኢዩ ዝኽበር ዘሎ። ኣብቲ ብብርኪ ሃገር ንመበል 14 ግዘ ኣብ ኣዲስ ኣበባ ዝኽበር ዘሎ ወርሓዊ ጥዕና ዝዓሰላ ኣዶ፥ ፕሬዚዳንት ፌዴሪኢ ሳህለወርቅ ዘውዴ ሓዊሱ ኣመራርሓታት ፌዴራልን ክልልን ዝምልከቶም ኣካላትን ተረኺቦም። ፕሬዚዳንት ሳህለወርቅ፥ ፅሬት ዘለዎ ግልጋሎት ሕክምና ኣብ ግቡእ ሰዓትን ቦታን ብዝሰልጠነ በዓል ሞያ ክወሃብ እንተኽኢሉ ሞት መብዛሕተአን ኣዶታት ምትራፍ ከምዝከኣል ገሊፀን። ጥዕና ኣዶታትን ህፃናትን ንምምሕያሽ ብፍላይ ምክልኻል እናተኽኣለ ዘጋጥሙወን ንዘለዉ ሓደጋታት ሞት ንምክልኻል ዓሊሞም ዝተሰርሑ ስራሕቲ ብምርኣይ እቶም ምዕቡላት ክጠናኸሩ ብምግባርን ጉድለት ዝተርኣየሎም ድማ ብምምሕያሽን ክስራሕ ከምዝግባእ እተን ፕዚዳንት ኣተሓሳሲበን።
Health ,ምስ ልቢ ዝተትሓሓዘ ፀገም ጥዕና ብሕማም ኩላሊት ናይ ምቅላዕ እድል ከምዘዕቢ ሓደ መፅናዕቲ ሓቢሩ። ኣብ ኣሜሪካ ዝተገበረ እቲ መፅናዕቲ 9 ሺሕን 47 ሰባት ዘሳተፈ እንትኸውን፥ ተሳተፍቲ እቲ መፅናዕቲ ቅድሚ ሕዚ ምስ ልቢ ዝተትሓሓዙ ፀገማት ጥዕናን ፀገም ምፍሳስ ደም ኣብ ውሽጢ ሓንጎልን ዘይነበሮም ኢዮም። ብመሰረት እቲ ልዕሊ 17 ዓመታት ዝወሰደን ኣብዚ ሰሙን ዕላዊ ዝኾነን መፅናዕቲ፥ ምስ ልቢ ዝተትሓሓዙ ፀገማት ጥዕና  ዘለዎም ሰባት ንሕማም ኩላሊት ናይ ምቅላዕ ዕድሎም ብ10 ዕፅፊ ክብ ዝበለ ኢዩ ተባሂሉ። ኣብቲ መፅናዕቲ ካብ ውሽጢ ዝተሳተፉ ሰባት እቶም 2 ሺሕን 598 ሰባ ምስ ሕማም ልቢ ዝተትሓሓዙ ፀገማት ጥዕና ተቓሊዖም።
Health ,ኣብ ዝሓለፉ ሰለስተ ዓመታት ኣብ ግልጋሎት ጥዕና ኣዶታትን ህፃናትን ምምሕያሽ ከምዝተርኣየ ሚኒስቴር ጥዕና ኣፍሊጡ። ኣብ ክልላት ትግራይ፣ ኣምሓራ፣ ኦሮሚያን ደቡብን ኣብ ዝሓለፉ ሰለስተ ዓመታት ብሓገዝ ትካል ተራድኦ ኣሜሪካ /ዩ ኤስ ኤ አይ ዲ/ እናተኻየደ ዝፀንሐ ፕጀክት መማሓየሺ ጥዕና ኣዶታትን ህፃናትን ተገምጊሙ። መራሒ ጉጅለ ጥዕና ኣዶታት ኣብ ሚኒስቴር ጥዕና ኣይተ ዘነበ ኣካለ፥ እቲ ፕሮጀክት ኣብተን ክልላት ዝርከባ ትካላት ጥዕና ኣወሃህባ ግልጋሎት ጥዕና ንክመሓየሽ ከምዛሓገ ገሊፆም። ብልዕሊ 120 ሚሊየን ዶላር ኣሜሪካ በጀት እናተንቀሳቐሰ ዝርከብ እቲ ፕሮጀክት፥ ኣብ 396 ወረዳታት ኣብ ዝርከባ ትካላት ጥዕና ዘይተማልኡ ናውቲ ጥዕና፣ መፅንሒ ቦታን ካልኦት ኣድለይቲ ዝኾኑ ናውቲ ጥዕናን ናይ ምምላእ ስራሕቲ ምስርሑ ግዜኢ ፀብፂቡ።
Health ,ኣብ እዋን ድቃስ ዝረኣይ ምቁርራፅ ትንፋስ (ስሊፕ ኣፕኖያ) ሰባት ምስ ደቀሱ እቲ ላዕለዋይ ትቦ ኣየር ብምሉእ ወይ ብኽፋል ክዕፀው እንከሎ ዘጋጥም ከምዝኾነ ተመራመርቲ ይገልፁ። ብፍላይ ልዕሊ ዓቐን ርጉዲ፣ ዓብዪ ክሳድ ወይ ሓናት ዘለዎም ሰባት ድማ ብቐሊሉ ነቲ ፀገም ክቃልዑ ይኽእሉ ኢዮም ተባሂሉ። ስለዝኾነ ኣብ እዋን ድቃስ ዝረኣይ ምቁርራፅ ትንፋስ (ስሊፕ ኣፕኖያ) ከመይ ምክልኻል ይከኣል?
Health ,እኹል ውሕስና ምግቢ ዘይብሎም ሰባት ኣብ ዘይዋኑ ንዝፍጠር ሞት ከምዝቃልዑ ሓደ መፅናዕቲ ገሊፁ። እቲ መፅናዕቲ ውሕስና ምግቢ ዘይምርግጋፅ ወይ ድማ እኹል መግዝኢ ምግቢ ገንዘብ ዘይምህላው ኣብ ዘይ ዕድመ ንዝፍጠር ሞት ምኽንያት ከምዝኾነ ዕላዊ ገይሩ። ኣብ ሃገረ ካናዳ ከም ኣቆፃፅራ ኣውሮፓውያን ካብ 2005 ክሳብ 2017 ኣብ ዘሎ እዋን ዝተኻየደ እቲ መፅናዕቲ፥ ኣብታ ሃገር ዝርከቡ ልዕሊ 510 ሺሕ በፃሓት ዝተሳተፉ ኮይኖም እቶም  25 ሺሕ ሰባት ኣብ ዘይዕደድመኦም ከምዝሞቱ ሓቢሩ። እቲ መፅናዕቲ ከምዘረጋገፆ፥ እኹል ምግቢ ምስ ዝረኽቡ ሰባት እንትነፃፀር እቶም ፀገም ውሕስና ምግቢ ዘለዎም ሰባት ካብ 10 ክሳብ 37 ሚኢታዊ ዝኾኑ ብዝተፈላለዩ ምኽንያታት አቀቐዲሞም ከምዝሞቱ ኢዩ።
Health ,ኮምፕረሀንሲቭ ሪፈራል ሆስፒታል ዓይደር ፈላማይ ሙሉእ ሕክምና ካንሰር ንምጅማር ዘኽእል ምድላው ይገብር ከምዘሎ ተገሊፁ። ካብ ዘይተመሓላለፍቲ ሕማማት ሓደ ዝኾነ ሕማም ካንሰር ኣብዚ ሐዚእዋን ብብርኪ ሃገርን ክልልን ብስፍሓት ካብ ዝርኣዩ ሕማማት ሓደ እዩ። ኣብ ሃገርና ብብዝሓት ዘጋጥም ሕማም ካንሰር ጡብ ከም ዝኾነ ኣብቲ ሆስፒታል ስፐሻሊስት ጨረርን ሕክምናን ካንሰር ዶ/ር ክብሮም ሕሉፍ ኣብሪሆም። ሕማም ካንሰር ክጅምር ከሎ ምልክት ከም ዘይብሉ ዝገለፁ ዶ/ር ክብሮም፥ ኣቐዲምካ ንምፍላጥን ንምቁፅፃርን ከቢድ ከም ዝገብሮ ሓቢሮም። እቲ ሕማም ደረጅኡ እንዳወሰኸን እንዳተስፋፍሐን ምስመፀ ግና ሕበጥ ምዉፃእ፣ ምድካም፣ ምንካይ ድልየት ምግቢ እንተጋጥም ብምርመራ ኣቢልካ ከም ዝፍለጥ ኣረዲኦም። እቱ ሕማም ፆታን ዕድመን ዘይፈሊ ንኹሉ ሰብ ዘጥቅዕ እንትኸዉን፥ ካብ ቀዳማይ ክሳብ ራብዓይ ዝበፅሑ ብርክታት ከም ዘለዎዎ ገሊፆም።
Health ,ተመራመርቲ ቻይና ንቫይረስ ኮሮና ውፅኢታዊ ብዝኾነ መገዲ ክከላኸሉ ዝኽእሉ ክልተ ሓደሽቲ መድሓኒታት ምርካቦም ተገሊፁ ኣቢዶልን ዳርናቪርን ዝተብሃሉ መድሓኒታት፥ ኣብ ውሽጢ በተ-ፈተነ ቪትሮ ሴል ነቲ ቫይረስ ውፅኢታዊ ብዝኾነ መገዲ ክከላኸሉ ከምዝኽእሉ ምርግጋፆም ኣብ ዩኒቨርሲቲ ዜዢያንግ ፕሮፌሰር ሊ ገሊፆም። ሰብ ሞያታት ሕክምና፥ ካብ ምብራቓዊት ቻይና ግዝኣት ዜዢያንግ ናብ ማእኸላይ ቻይና ግዝኣት ሁቤር ክመፅኡ ብምግባር በቲ ቫይረስ ዝተትሓዙ ሓደሽቲ ሕሙማት ናይ ሓደጋ ግዘ ሕክምና ብመሃብ ከመሓይሹዎ ኢዮም ዝብል ተስፋ ተገይሩሎም ኣሎ። ክልቲኦም መድሓኒታት፥ ኣብ ብሄራዊ ኮሚሽን መርሃ ግብሪ ሕክምና ጥዕና እታ ሃገር ንኽፅምበሩ እውን ሓሳብ ኣቅሪቦም። ይኹን ደኣ እምበር ክልቲኦም መድሓኒታት ብዘይ መምርሒ ሕክምና ክውሰዱ ከምዘይግባእ ካብቶም ሰብ ሞያታት ጥዕና ሓደ ዝኾኑ ቼን ዚንግ ኣተሓሳሲቦም።
Health ,ሕማም ቫይረስ ኮሮና ኣብ ሃገረ ቻይና ጀሚሩ ናብ ካልኦት ክፋላት ዓለም እናተስፋፍሐ ይርከብ። ብምኽንያት እዙይ ውድብ ጥዕና ዓለም ቫይረስ ኮሮና ዓለም ለኸ ስግኣት ጥዕና ኢዩ ኢሉ ኣዊጁ ኣሎ። መንግስቲ ኢትዮጵያን ክልል ትግራይን እውን ሕማም ቫይረስ ኮሮና ንምክልኻል ምድላዋት ወጊኑ ዝርከብ ኮይኑ ቀንዲ መመሓለለፍትን መከላኸሊ ሜላን እቲ ቫይረስ ምፍላጥ ድማ ኣገዳሲ እዩ።
Health ,ኣብ ዩኒቨርስቲ መቐለ ሪፈራል ሆስፒታል ዓይደር ዝተጣየሸ ግልጋሎት ሓደ ማእኸል ጥቕዓት ንዝበፅሐን ደቂ ኣንስትዮን ህፃናትን ሎሚ መዓልቲ ብዕሊ ስርሑ ጀሚሩ። ሓላፊት ቢሮ ጉዳይ ደቂ ኣንስትዮ ትግራይ ዶር የትምወርቅ ገብረመስቀል ኣብቲ እዋን ከምዝበለኦ፥ እቲ ማእኸል በቢግዜኡ የጋጥሙ ንዘለዉ ብርክት ዝበሉ ጥቕዓታት ደቂ ኣንስትዮን ህፃናትን ግልጋሎት ምኽሪን መሐብሐቢን ክህብ ኢዩ። ጥቕዓት ደቂ ኣንስትዮን ህፃናትን ኩሉ ሕብረተሰብ ንከወግዞ ድማ መልእኽተን ኣሕሊፈን። ሓላፊ ቢሮ ሓለዋ ጥዕና ትግራይ ዶክተር ሓጎስ ጎደፋይ ብግደኦም፥ ኣብ ምክልኻል ጥቅዓት ዝበፅሐን ደቂ ኣንስትዩ ብዙሕ ኣይተሰርሐን ኢሎም።
Health ,ኣብ ኢትዮጵያ ብቫይረስ ኮረና ዝተጠርጠሩ ሰባት ብሙሉኦም ካብቲ ቫይረስ ናፃ ከምዝኾኑ ኢንስቲትዩት ጥዕና ሕብረተሰብ ኣፍሊጡ። እቲ ኢንስቲትዩት ኣብ ዘውፅኦ መግለፂ ከምዝሓበሮ፥ ኣብዚ ሐዚ እዋን ኣብ ኢትዮጵያ በቲ ቫይረስ ዝተትሓዘ ወይ ተጠርጢሩ ኣብ ማእኸል መዕቖቢ ብምቕማጥ ክትትል ዝግበረሉ ሰብ የለን። ኢንስቲትዩት ጥዕና ሕብረተሰብ ነቲ ቫይረስ ምርመራ ላብራቶሪ ኣብ ትካሉ ምክያድ ብምጅማሩ፥ ናሙና ደሞም ናብ ደቡብ ኣፍሪካ ክለኣኽ ዝነበረ ሰለስተ ሰባት ብምምርማር ናፃ ምዃኖም ከምዘረጋገፀ እውን ገሊፁ። ብተወሳኺ ናሙና ደሞም ናብ ደቡብ ኣፍሪካ ተላኢኹሎም ዝነበረ ሰለስተ ሰባት ውፅኢት ምርመረኦም ከምዝበፅሖ ብምግላፅ፥ ካብቲ ቫይረስ ናፃ ከምዝኾኑ ሓቢሩ።
Health ,ካብ ህንዲ ዝመፅኡ 14 ሰብ ሞያ ካብ ዝሓለፈ ዕለተ ሰኑይ ጀሚሮም ኣብ ኢትዮጵያ ናፃ ግልጋሎት ሕክምና ይህቡ ኣለዉ። ምክትል ግልጋሎት ሕክምና ኮሌጅ ሜዲካል ሚኒሊየም ሆስፒታል ቅዱስ ጳውሎስ ፕሮቮስት ዶክተር ሊያ ተፈራ፥ እቲ ሕክምና ኣብቲ ትካል ከምዝወሃብ ገሊፆም። ናፃ ግልጋሎት ሕክምና ካብ ዝህቡ ዘለዉ ሰብ ሞያታት እቶም ሸሞንተ ብዝተፈላለዩ መጥባሕቲታት ንብዙሕ ዓመታት ልምዲ ዘለዎም ከምዝኾኑ እውን ተገሊፁ። እቲ ዝወሃብ ሕክምና ብዋናነት፥ ምግቢ መተሓላለፍቲ ቱቦታት፣ ፀገም ሽንቲን ቱቦታት ሽንቲን፣ ሕማማት ማህፀን ኣብ ዝብሉ ትኹረት ዝገበረ ኢዩ ተባሂሉ።
Health ,ሕማም ቫይረስ ኮሮና ኣብ ሃገረ ቻይና ጀሚሩ ናብ ካልኦት ክፋላት ዓለም እናተስፋፍሐ ይርከብ። ብምኽንያት እዙይ ውድብ ጥዕና ዓለም ቫይረስ ኮሮና ዓለም ለኸ ስግኣት ጥዕና ኢዩ ኢሉ ኣዊጁ ኣሎ። ቀንዲ መመሓለለፍትን መከላኸሊ ሜላን እቲ ቫይረስ ምፍላጥ ድማ ኣገዳሲ እዩ። ብመሰረት እዚ ሕማም ቫይረስ ኮሮና ብዓይኒ ዘይርኣዩ ረቂቕ ታህዋስያን ዝመፅእ ዓሌት ቫይረስ እዩ። ቫይረስ ኮሮና ካብ ሰብ ናብ ሰብ ዝመሓላለፍ ኮይኑ ካብ እንስሳ ናብ ሰብ እውን ይመሓላለፍ እዩ። እዚ ማለት በዚ ቫይረስ ዝተጠቐዐ ሰብ እንትህንጥስ ብዘውፅኦም ነጠብጣብ ወይ እውን ብዝተፈላለዩ መንገዲ ዝወፅእ ፈሳሲ ንኽክእ  እንትህሉ እቲ ቫይረስ  ብዘለው ናይ ሰውነትና ቐዳዳ ኣፍንጫ ኣፍን ዓይንን ካልኦትን ኣቢሉ ዝመሓላለፍ ይኸውን።
Health ,ምልክት ሕማም ቫይረስ ኮረና ተራእይዎ ኢዩ” ብዝብል ተጠርጢሩ ኣብ መዕቖቢ ማእኸል ተፈሊዩ ዝነበረ ወልቀ ሰብ ካብቲ ሕማም ናፃ ከምዝኾነ ሚኒስቴር ጥዕና ፌዴሪኢ ኣፍሊጡ። እቲ ተጠርጣሪ ቅድሚ ሓሙሽተ መዓልታት ካብ ቻይና ቤጂንግ ናብ ኢትዮጵያ ዝመፅአ እነትኸውን፥ ምልክት ሕማም ቫይረስ ኮረና ተራእይዎ ኢዩ ብዝብል ተጠርጢሩ ትማሊ ኣብ መዕቖቢ ማእኸል ከምዝኣተወ እቲ ሚኒስቴር ገሊፁ። ስለዝኾነ ናሙና ደም ብምውሳድ ኣብ ላብራቶሪ ኢንቲትዩት ጥዕና ሕብረተሰብ ኢትዮጵያ ምርመራ ከምዝተገበረ ተሓቢሩ። ብመሰረት ውፅኢት ምርመራ ላብራቶሪ ድማ፥ እቲ ውልቀ ሰብ ካብ’ቲ ሕማም ናፃ ምዃኑ ከምዝተረጋገፀ እቲ ሚኒስቴር ኣፍሊጡ።
Health ,ቫይረስ ኮሮና ዝተረኸበለን ሃገራት ኣፍሪካ ቁፅረን ካብ ሰለስተ ናብ ሽዱሽተ ክብ ከምዝበለ ተገሊፁ። ኣቐዲሙ እቲ ቫይረስ ዝተረኸበለን ናይጄሪያ፣ ግብፂን ኣልጄሪያን እንትኾና፥ ኣብዚ ሐዚ እዋን ድማ ሞሮኮ፣ ቱኒዚያን ሴኔጋልን ብቫይረስ ኮሮና ዝተለኸፉ ሕሙማት ከምዘለውዎን ምርግጋፁ ቢቢሲ ፀብፂቡ። ኣብ ሞሮኮ ካብ ጣሊያን ዝመፅአ ሓደ ዜጋ በቲ ቫይረስ ከምዝተለኸፈ መንግስቲ እታ ሃገር ምግላፁ ይዝከር። እቲ ዜጋ ኣብ ከተማ ካዛብላንካ ሕክምንኡ ይከታተል ከምዘሎ ድማ ተገሊፁ። ኣብ ቱኒዚያ እውን፥ ወዲ 40 ዓመት ዜጋ እታ ሃገር ካብ ጣሊያን እቲ ቫይረስ ሒዙ ናብ ሃገሩ ከምዝኣተወ ሚኒስቴር ጥዕና ቱኒዚያ ኣፍሊጡ ኣሎ።
Health ,ብምትሕብባር ዋና ቤት ፅሕፈት ማሕበር ልምዓት ትግራይ፣ ዓለምለኸ ሮታሪ (ቤልጅየም) ግዝኣት ምዕራብ ቭላንድረን ዝተሃንፀ ክፍሊ መጥባሕቲ ሎሚ መዓልቲ ብድሙቕ ፅንብል ተመሪቑ። እቲ ከፍሊ መጥባሕቲ 18 ሓምለ 2010 ዓ.ም ኢዩ ሰረት እምነ ኩርናዕ ተነቢሩሉ። እቲ ንህንፀት 3 ሚሊየንን 386 ሺሕን 349 ብር ንናዉቲ ድማ 4 ሚልየን ብር ወፃኢ ዝተገበረሉ ክፍሊ መጥባሕቲ ጣብያ ጥዕና ዕዳጋ ሓሙስ፥ ብነበር ሓላፊ ዓለምለኸ ሮታሪ ጨንፈር ዲ 1620 ጆሃን ዲ ሊዮው ዝተመርሐ 10 ኣባላት ዝሓዘ ጉጅለ ዓለምለኸ ሮታሪ (ቤልጂየም) ግዝኣት ቭላንዴሬን፣ ምክትል ፈፃሚ ዳይሬክተር ማሕበር ልምዓት ትግራይ ኣይተ ተስፋይ ገብረእግዚኣብሄርን ነበርቲ ዕዳጋ ሓሙስን ከባቢኣን ኣብ ዝተረኸብሉ እዩ ተመሪቑ።
Health ,ካብ ቻይና ወፃእ ዘለዋ ሃገራት ብለበዳ ሕማም ቫይረስ ኮሮና ዝተለኸፉ ሰባት ቁፅሪ ልዕሊ 20 ሺሕ ምብፅሑ ተገሊፁ። ኣብ ሃገረ ቻይና ከተማ ዉሃን ዝተወለዐ ለበዳ ሕማም ቫይረስ ኮሮና (ኮቪድ-19)፥ ኣብዚ ሕዚ እዋን ናብ 100 ዝበፅሓ ሃገራት ምልባዱ እናተገለፀ ይርከብ። ክሳብ ሕዚ ብብርኪ ዓለም ልዕሊ 3 ሺሕን 735 ዝኾኑ ሰባት ህይወት ዝሓለፈ እንትኸውን፥ 101 ሺሕን 927 ዝኾኑ ሰባት ድማ በቲ ቫይረስ ተለኺፎም ኢዮም። ካብ ቻይና ወፃእ ኣብ ዝርከባ ሃገራት ዝነብሩ 21 ሺሕን 114 ዜጋታት ድማ በቲ ቫይረስ ከምዝተለኸፉ ተገሊፁ። እቲ ቫይረስ ኣብ ኣፍሪካ ኣብ  ሃገራት ግብፂ፣ ኣልጀሪያ፣ ደቡብ ኣፍሪካ፣ ሞሮኮ፣ ካሜሮን፣ ቱኒዝያ፣ ቶጎን ናይጀሪያን ከምዝተርኣየ ይፍለጥ።
Health ,መሸፈኒ ገፅ ሕማም ኮቪድ-19 ኣብ ምክልኻል ዘለዎ ግደ ዝምልከት ዘሎ ሓበሬታ ድሩት ኢዩ። ሰብ ሞያ ጥዕና ከም ዝብሉዎ ቀንዲ መከላኸሊ እዚ ለበዳ ውልቃዊ ፅሬት ምሕላው ብፍላይ ኢድካ ብፅሩይ ማይን ሳሙናን ምሕፃብ ከምዝግባእ ኢዩ። ኢድና ኣፍና፣ ኣፍንጫናን ዓይንናን ቅድሚ ምትንካፍና ብግቡእ ክንሕፀብ ክዝግባእ ይምዕዱ። እቲ ቫይረስ ማዕፆ ብምትንካፍ ክመሓላለፍ ይክእል ኢዩ፤ ንኽንደይ ዝኣክል ግዜ ኣብ ኢድና ይጸንሕ? እቲ ቫይረስ ዘለዎ ሰብ፥ ኣብ ኢዱ ኣሀንጢሱ ወይ ስዒሉ ናይ ማዕፆ መትሐዚን ካልኦት ነገራትን እንተተንኪፉ እቲ ቫይረስ ናብቲ ዝተንከፎ ናውቲ ክሓልፍ ይኽእል።
Health ,ኤጀንሲ ኣቕርቦት መድሓኒት ኢትዮጵያ ብቫይረስኮሮና ንዝሓመሙ ሰባት ግልጋሎት ምትንፋስ ዝሕግዝ ሲሊንደራት ኦክስጅን ናብ መላእ ሃገር ይከፋፈል ከምዘሎ ተገሊፁ። እቲ መሳርሒ 3 ሺሕን 322 በዝሒ ዘለዎ እንትኸውን፥ ናብ 31 ዝተመረፃ ሆስፒታላት፣ ትሽዓተ ቢሮታት ጥዕናን ክልተ ምምሕዳራት ከተማን ይከፋፈል ከምዘሎ ተገሊፁ። ሓሙሽተ ዓይነት ሲሊንደራት ኦክስጅን እንትኸውን፥ እቲ ሓደ ንግልጋሎት ኣምቡላንስ ዝተረፉ ድማ ብምኽኒያይ ኮቪድ 19 ደቂሶም ንዝሕከሙ ከምዝውዕት ተሓቢሩ። ሲሊንደራት ኦክስጅን ሓደ ሰብ እኹል ኦክሲጅን ናብ ሰብነቱ ንክኣቱ ዝሕግዝ ኢዩ ተባሂሉ።
